0,49.149997,1,Slime,36.433331,1,2,6,0,3,18,22,6,1,Ranger,29.016665,2,0,5,0,1,3,13,5,1,Warrior,49.149997,11,0,13,3,5,20,33,10,0,Slime,32.549998,3,0,6,0,3,18,20,5,0,Ranger,0.0,7,0,0,0,3,9,17,10,0,Warrior,45.033331,10,0,10,0,4,14,26,8,
0,50.849997,1,Slime,41.766664,1,3,7,0,4,24,26,7,1,Ranger,31.049998,3,0,5,0,1,3,13,5,1,Warrior,50.849997,12,0,15,5,5,20,33,9,0,Slime,26.583332,3,0,6,0,2,12,16,4,0,Ranger,0.0,13,0,0,0,6,18,23,9,0,Warrior,49.266664,8,0,10,0,4,14,24,8,
0,54.849997,1,Slime,54.849997,3,3,6,0,5,30,40,11,1,Ranger,30.699998,3,0,5,0,1,3,13,5,1,Warrior,50.28333,7,0,14,2,3,12,36,9,0,Slime,26.583332,4,0,5,0,2,12,16,4,0,Ranger,0.0,21,0,0,0,7,21,29,11,0,Warrior,44.533331,6,0,10,0,3,10,25,7,
0,48.13333,1,Slime,36.416664,1,3,5,0,3,18,22,6,1,Ranger,28.999998,3,0,5,0,1,3,13,5,1,Warrior,48.13333,13,0,15,4,5,20,28,9,0,Slime,32.533331,5,0,6,0,3,18,20,5,0,Ranger,0.0,5,0,0,0,2,6,17,9,0,Warrior,0.0,10,0,8,0,5,18,26,9,
0,49.28333,1,Slime,36.516664,2,4,5,0,3,18,22,6,1,Ranger,30.699998,2,0,6,0,1,3,13,5,1,Warrior,49.28333,9,0,13,4,5,16,41,10,0,Slime,26.583332,2,0,5,0,2,12,16,4,0,Ranger,0.0,15,0,0,0,5,15,23,10,0,Warrior,42.399997,6,0,11,0,3,10,26,7,
0,47.449997,1,Slime,41.449998,1,4,6,0,4,24,24,7,1,Ranger,28.966665,3,0,5,0,1,3,13,5,1,Warrior,47.449997,13,0,14,5,5,20,32,9,0,Slime,24.883332,4,0,5,0,2,12,16,4,0,Ranger,39.949998,8,0,5,0,3,9,16,6,0,Warrior,0.0,14,0,8,1,5,20,24,9,
0,51.416664,1,Slime,35.899998,1,2,5,0,3,18,22,6,1,Ranger,28.649998,2,0,5,0,1,3,13,5,1,Warrior,51.416664,11,0,13,2,5,20,39,11,0,Slime,26.583332,2,0,5,0,2,12,16,4,0,Ranger,0.0,14,0,0,0,5,15,23,11,0,Warrior,44.299997,10,0,10,0,4,14,27,8,
0,48.649997,1,Slime,35.783331,1,3,6,0,3,18,22,6,1,Ranger,28.649998,3,0,6,0,1,3,13,5,1,Warrior,48.649997,12,0,13,3,5,20,33,10,0,Slime,26.583332,3,0,5,0,2,12,16,4,0,Ranger,0.0,10,0,0,0,4,12,21,10,0,Warrior,44.299997,10,0,10,0,4,16,25,8,
1,48.949997,1,Slime,41.449998,2,4,6,0,4,24,24,7,1,Ranger,28.966665,2,0,6,0,1,3,13,5,1,Warrior,0.0,15,0,13,5,6,24,32,10,0,Slime,24.883332,4,0,5,0,2,12,16,4,0,Ranger,39.949998,9,0,5,0,3,9,16,6,0,Warrior,48.949997,12,0,11,1,5,20,26,9,
0,40.049998,1,Slime,30.816665,1,1,5,0,2,12,18,5,1,Ranger,28.999998,2,0,5,0,1,3,13,5,1,Warrior,40.049998,9,0,11,1,3,12,26,7,0,Slime,26.583332,2,0,7,0,2,12,16,4,0,Ranger,0.0,9,0,0,0,4,12,19,7,0,Warrior,0.0,7,0,5,0,3,10,22,7,
0,50.849997,1,Slime,41.766664,1,3,5,0,4,24,26,7,1,Ranger,31.049998,3,0,6,0,1,3,13,5,1,Warrior,50.849997,13,0,14,4,5,20,33,9,0,Slime,26.583332,2,0,7,0,2,12,16,4,0,Ranger,0.0,16,0,0,0,6,18,23,9,0,Warrior,49.266664,9,0,10,0,4,14,24,8,
1,47.299997,1,Slime,41.899998,2,4,5,0,4,24,24,7,1,Ranger,42.916664,6,0,6,0,2,6,19,7,1,Warrior,0.0,12,0,9,5,5,20,27,9,0,Slime,24.883332,2,0,5,0,2,12,16,4,0,Ranger,33.833331,4,0,6,0,2,6,13,5,0,Warrior,47.299997,11,0,10,2,5,16,25,8,
0,44.833331,1,Slime,30.233332,0,3,5,0,2,12,18,5,1,Ranger,28.649998,2,0,5,0,1,3,13,5,1,Warrior,44.833331,12,0,14,3,5,20,30,9,0,Slime,26.583332,4,0,5,0,2,12,16,4,0,Ranger,0.0,9,0,0,0,3,9,20,9,0,Warrior,42.666664,11,0,11,0,4,16,26,8,
0,44.733331,1,Slime,30.233332,0,2,5,0,2,12,18,5,1,Ranger,28.649998,3,0,5,0,1,3,13,5,1,Warrior,44.733331,12,0,13,3,5,20,28,9,0,Slime,26.583332,3,0,5,0,2,12,16,4,0,Ranger,0.0,5,0,0,0,2,6,18,9,0,Warrior,0.0,13,0,9,0,5,20,26,9,
