1,42.949997,1,Warrior,32.966665,9,0,11,0,3,12,21,5,0,Warrior,23.133332,4,0,12,0,2,8,13,4,1,Ranger,41.366664,12,0,7,2,5,15,21,7,0,Ranger,42.949997,12,0,5,0,5,15,21,7,1,Slime,0.0,1,4,0,0,3,18,26,7,0,Slime,31.666665,1,0,6,0,1,6,14,4,
1,47.433331,1,Warrior,0.0,13,0,6,2,6,22,36,9,0,Warrior,23.233332,6,0,10,0,2,8,15,4,1,Ranger,25.166665,5,0,8,1,2,6,12,4,0,Ranger,37.316664,9,0,6,0,3,9,15,5,1,Slime,40.316664,3,3,6,0,4,24,24,6,0,Slime,47.433331,5,0,5,0,4,24,30,8,
0,38.499998,1,Warrior,27.349998,6,0,10,0,2,8,17,4,0,Warrior,37.033331,10,0,12,1,4,16,19,6,1,Ranger,38.499998,10,0,8,2,4,12,18,6,0,Ranger,0.0,10,0,3,0,4,12,16,6,1,Slime,31.933331,0,1,5,0,1,6,16,4,0,Slime,0.0,2,2,0,0,2,12,18,5,
1,42.933331,1,Warrior,32.949998,7,0,10,0,3,12,21,5,0,Warrior,23.116665,5,0,11,0,2,8,13,4,1,Ranger,41.349998,13,0,8,4,5,15,21,7,0,Ranger,42.933331,13,0,6,0,5,15,21,7,1,Slime,0.0,1,4,0,0,3,18,26,7,0,Slime,31.649998,2,0,5,0,1,6,14,4,
0,39.833331,1,Warrior,28.249998,5,0,10,0,2,8,17,4,0,Warrior,31.649998,8,0,12,0,3,12,18,5,1,Ranger,39.833331,9,0,8,4,4,12,18,6,0,Ranger,0.0,11,0,2,0,4,12,18,6,1,Slime,33.233331,0,3,6,0,2,12,16,4,0,Slime,0.0,4,0,0,0,3,18,21,6,
1,44.733331,1,Warrior,28.016665,4,0,10,0,2,8,17,4,0,Warrior,23.116665,5,0,11,0,2,8,13,4,1,Ranger,42.916664,10,0,11,5,5,15,21,7,0,Ranger,44.733331,11,0,6,1,5,15,21,7,1,Slime,0.0,2,3,0,0,5,30,28,7,0,Slime,39.749998,2,1,5,0,2,12,18,5,
1,39.149998,1,Warrior,0.0,14,0,4,0,5,20,26,7,0,Warrior,29.866665,6,0,12,2,2,8,15,4,1,Ranger,25.166665,6,0,8,1,2,6,12,4,0,Ranger,39.149998,7,0,5,0,3,9,18,6,1,Slime,34.716665,3,2,5,0,3,18,20,5,0,Slime,36.766664,2,1,5,0,2,12,18,5,
1,39.533331,1,Warrior,32.833331,9,0,12,0,3,12,21,5,0,Warrior,22.999999,5,0,10,0,2,8,13,4,1,Ranger,0.0,12,0,4,2,5,15,19,7,0,Ranger,39.533331,10,0,5,0,4,12,18,6,1,Slime,0.0,0,3,0,0,2,12,24,6,0,Slime,31.533331,2,0,5,0,1,6,14,4,
0,45.916664,1,Warrior,32.649998,6,0,12,0,3,12,20,5,0,Warrior,0.0,12,0,10,2,5,20,23,7,1,Ranger,45.916664,11,0,8,2,4,12,21,7,0,Ranger,0.0,15,0,2,0,5,15,21,7,1,Slime,40.699998,1,2,7,0,2,12,20,5,0,Slime,39.399998,2,2,5,0,2,12,16,5,
1,52.766664,1,Warrior,0.0,16,0,7,3,6,22,42,10,0,Warrior,23.233332,6,0,11,0,2,8,15,4,1,Ranger,25.166665,5,0,7,1,2,6,12,4,0,Ranger,37.316664,8,0,5,0,3,9,15,5,1,Slime,44.899997,4,3,5,0,5,30,28,7,0,Slime,52.766664,6,0,6,0,6,36,34,9,
1,44.166664,1,Warrior,34.866665,7,0,11,0,3,12,19,5,0,Warrior,28.499998,5,0,12,1,2,8,13,4,1,Ranger,0.0,13,0,4,2,5,15,21,7,0,Ranger,42.466664,10,0,6,0,4,12,18,6,1,Slime,0.0,2,1,2,0,3,18,26,7,0,Slime,44.166664,3,1,5,0,3,18,20,6,
1,53.449997,1,Warrior,28.016665,5,0,10,0,2,8,17,4,0,Warrior,23.116665,5,0,10,0,2,8,13,4,1,Ranger,0.0,17,0,10,6,7,21,27,10,0,Ranger,53.449997,19,0,7,2,7,21,27,9,1,Slime,48.949997,2,7,5,0,5,30,28,7,0,Slime,46.533331,3,2,5,0,3,18,22,6,
1,42.116664,1,Warrior,32.133331,7,0,11,0,3,12,21,5,0,Warrior,23.116665,5,0,10,0,2,8,13,4,1,Ranger,40.533331,14,0,7,2,5,15,21,7,0,Ranger,42.116664,12,0,5,0,5,15,21,7,1,Slime,0.0,2,1,0,0,2,12,26,7,0,Slime,30.833331,1,0,5,0,1,6,14,4,
0,38.016664,1,Warrior,28.249998,5,0,10,0,2,8,17,4,0,Warrior,31.649998,7,0,12,0,3,12,18,5,1,Ranger,38.016664,10,0,8,3,4,12,18,6,0,Ranger,0.0,10,0,3,0,4,12,16,6,1,Slime,33.233331,0,4,5,0,2,12,16,4,0,Slime,0.0,3,0,0,0,2,12,18,5,
0,48.099997,1,Warrior,28.016665,6,0,10,0,2,8,17,4,0,Warrior,23.116665,5,0,10,0,2,8,13,4,1,Ranger,41.566664,9,0,10,6,4,12,18,6,0,Ranger,0.0,15,0,2,2,6,18,26,9,1,Slime,48.099997,2,4,5,0,5,30,32,8,0,Slime,44.566664,3,2,5,0,3,18,22,6,
0,40.716664,1,Warrior,40.716664,14,0,10,0,5,20,24,7,0,Warrior,0.0,12,0,9,3,5,18,20,7,1,Ranger,21.733332,3,0,6,1,1,3,9,3,0,Ranger,0.0,7,0,0,0,3,9,18,6,1,Slime,30.433332,0,2,5,2,1,6,16,4,0,Slime,39.333331,2,3,5,0,3,18,22,6,
0,48.649997,1,Warrior,48.649997,13,0,12,0,6,22,34,8,0,Warrior,36.849998,9,0,12,2,3,12,18,5,1,Ranger,25.166665,6,0,8,1,2,6,12,4,0,Ranger,0.0,16,0,2,2,6,18,24,8,1,Slime,32.949998,1,2,5,0,2,12,16,4,0,Slime,0.0,3,2,4,0,4,24,26,7,
0,51.249997,1,Warrior,28.016665,5,0,11,0,2,8,17,4,0,Warrior,23.116665,5,0,12,0,2,8,13,4,1,Ranger,44.533331,13,0,12,6,5,15,21,7,0,Ranger,0.0,17,0,4,1,7,21,26,9,1,Slime,51.249997,3,5,5,0,6,36,32,8,0,Slime,46.116664,3,2,6,0,3,18,22,6,
0,47.283331,1,Warrior,27.199998,4,0,10,0,2,8,17,4,0,Warrior,23.116665,5,0,10,0,2,8,13,4,1,Ranger,40.749998,10,0,8,3,4,12,18,6,0,Ranger,0.0,15,0,3,2,6,18,26,9,1,Slime,47.283331,3,4,5,0,4,24,32,8,0,Slime,43.749997,4,2,5,0,3,18,22,6,
1,46.483331,1,Warrior,32.949998,7,0,12,0,3,12,21,5,0,Warrior,23.116665,5,0,11,0,2,8,13,4,1,Ranger,44.783331,13,0,9,4,5,15,21,7,0,Ranger,46.483331,13,0,6,0,5,15,21,7,1,Slime,0.0,5,4,0,0,5,30,28,7,0,Slime,37.999998,3,0,7,0,2,12,18,5,
1,38.833331,1,Warrior,32.133331,7,0,10,0,3,12,21,5,0,Warrior,23.116665,6,0,10,0,2,8,13,4,1,Ranger,0.0,12,0,4,2,5,15,19,7,0,Ranger,38.833331,8,0,6,0,4,12,18,6,1,Slime,0.0,0,1,0,0,1,6,24,6,0,Slime,30.833331,1,0,6,0,1,6,14,4,
0,44.683331,1,Warrior,44.683331,13,0,11,0,5,18,36,8,0,Warrior,23.233332,5,0,10,0,2,8,15,4,1,Ranger,25.166665,5,0,7,1,2,6,12,4,0,Ranger,0.0,16,0,4,0,6,18,23,8,1,Slime,38.549998,3,2,7,0,3,18,20,5,0,Slime,37.083331,3,0,5,0,2,12,18,5,
1,52.266664,1,Warrior,28.016665,6,0,10,0,2,8,17,4,0,Warrior,23.116665,5,0,11,0,2,8,13,4,1,Ranger,0.0,13,0,7,6,6,18,26,9,0,Ranger,42.833331,12,0,8,1,4,12,18,6,1,Slime,0.0,2,7,4,0,6,36,32,8,0,Slime,52.266664,7,1,5,0,5,30,30,8,
1,37.699998,1,Warrior,0.0,9,0,9,0,4,16,24,6,0,Warrior,29.433332,4,0,12,1,2,8,13,4,1,Ranger,0.0,10,0,3,4,4,12,16,6,0,Ranger,37.699998,7,0,5,0,3,9,15,5,1,Slime,0.0,1,3,0,0,3,18,20,5,0,Slime,34.299998,0,1,5,0,1,6,12,4,
