2,97.133328,0,Warrior,54.299997,5,0,11,0,2,8,12,4,1,Warrior,51.18333,6,0,10,0,3,12,17,4,2,Warrior,0.0,31,0,11,2,11,44,55,13,3,Warrior,79.649995,8,0,13,2,3,12,30,7,0,Ranger,28.299998,4,0,5,0,2,6,6,2,1,Ranger,45.916664,3,0,5,0,1,3,8,3,2,Ranger,69.566663,7,0,7,0,3,9,18,6,3,Ranger,97.133328,23,0,12,5,9,27,35,12,0,Slime,65.183329,4,0,5,0,3,18,15,5,1,Slime,30.116665,1,0,5,0,1,6,8,2,2,Slime,75.849995,0,3,6,0,2,12,24,6,3,Slime,86.749995,2,8,5,0,5,30,29,9,
3,90.066661,0,Warrior,54.716663,5,0,11,0,2,8,12,4,1,Warrior,66.199996,11,0,10,0,5,20,27,6,2,Warrior,85.866662,14,0,11,0,5,20,35,9,3,Warrior,0.0,14,0,15,8,7,26,38,10,0,Ranger,28.283332,5,0,5,0,2,6,6,2,1,Ranger,50.566664,5,0,7,0,2,6,10,4,2,Ranger,90.066661,10,0,6,0,4,12,25,9,3,Ranger,75.399996,10,0,6,0,4,12,18,6,0,Slime,56.33333,4,0,5,0,3,18,15,4,1,Slime,30.099998,1,0,6,0,1,6,8,2,2,Slime,48.866664,0,0,5,0,0,0,12,3,3,Slime,0.0,3,7,0,0,7,42,31,9,
3,81.966662,0,Warrior,48.98333,5,0,10,0,2,8,12,4,1,Warrior,54.716663,7,0,11,0,3,12,17,4,2,Warrior,81.966662,15,0,10,0,7,24,44,9,3,Warrior,80.349995,8,0,12,2,3,12,34,8,0,Ranger,28.283332,4,0,5,0,2,6,6,2,1,Ranger,57.68333,5,0,5,0,2,6,10,4,2,Ranger,70.566662,8,0,6,0,3,9,16,6,3,Ranger,0.0,18,0,0,0,7,21,24,9,0,Slime,65.549996,6,0,6,0,4,24,17,5,1,Slime,47.483331,4,0,6,0,2,12,12,3,2,Slime,50.916664,0,0,6,0,0,0,12,3,3,Slime,72.266662,1,1,6,0,2,12,21,6,
3,98.316661,0,Warrior,54.28333,5,0,10,0,2,8,12,4,1,Warrior,51.166664,8,0,11,0,3,12,17,4,2,Warrior,98.316661,22,0,13,4,9,34,44,11,3,Warrior,87.483328,9,0,13,2,4,16,31,8,0,Ranger,28.283332,4,0,5,0,2,6,6,2,1,Ranger,45.899997,2,0,5,0,1,3,8,3,2,Ranger,68.383329,7,0,6,0,3,9,18,6,3,Ranger,0.0,20,0,8,7,8,24,31,11,0,Slime,75.599995,6,0,6,0,4,24,19,6,1,Slime,30.099998,1,0,5,0,1,6,8,2,2,Slime,83.683328,0,3,5,0,2,12,28,7,3,Slime,0.0,1,9,3,0,7,42,36,10,
3,99.566661,0,Warrior,54.28333,5,0,11,0,2,8,12,4,1,Warrior,51.166664,9,0,10,0,3,12,17,4,2,Warrior,99.566661,22,0,11,2,10,36,51,12,3,Warrior,84.116662,11,0,13,2,4,16,32,8,0,Ranger,28.283332,4,0,6,0,2,6,6,2,1,Ranger,45.899997,3,0,6,0,1,3,8,3,2,Ranger,68.733329,8,0,7,0,3,9,18,6,3,Ranger,97.866661,18,0,9,5,7,21,32,11,0,Slime,64.349996,4,0,5,0,3,18,15,5,1,Slime,30.099998,1,0,6,0,1,6,8,2,2,Slime,75.016662,0,2,6,0,1,6,24,6,3,Slime,0.0,6,5,0,0,9,54,41,12,
2,94.666661,0,Warrior,47.283331,6,0,10,0,2,8,12,4,1,Warrior,59.066663,11,0,10,0,4,16,22,5,2,Warrior,0.0,20,0,10,2,9,32,55,12,3,Warrior,71.899996,9,0,11,0,4,12,28,6,0,Ranger,28.283332,5,0,5,0,2,6,6,2,1,Ranger,45.899997,2,0,5,0,1,3,8,3,2,Ranger,62.066663,5,0,5,0,2,6,15,5,3,Ranger,94.666661,20,0,5,0,8,24,33,11,0,Slime,55.98333,5,0,5,0,3,18,15,4,1,Slime,30.099998,2,0,6,0,1,6,8,2,2,Slime,92.733328,2,2,7,0,2,12,40,10,3,Slime,87.233328,2,0,6,0,2,12,28,9,
3,95.133328,0,Warrior,54.716663,5,0,10,0,2,8,12,4,1,Warrior,62.716663,11,0,11,0,4,16,21,5,2,Warrior,95.133328,15,0,13,1,8,26,42,10,3,Warrior,88.883328,12,0,12,2,5,20,32,8,0,Ranger,28.283332,6,0,6,0,2,6,6,2,1,Ranger,45.899997,2,0,5,0,1,3,8,3,2,Ranger,71.333329,7,0,6,0,3,9,18,6,3,Ranger,0.0,16,0,5,5,7,21,30,10,0,Slime,77.333329,7,0,5,0,5,30,23,6,1,Slime,30.099998,2,0,5,0,1,6,8,2,2,Slime,80.283329,0,2,5,0,1,6,24,6,3,Slime,0.0,1,8,2,0,5,30,33,9,
3,81.749995,0,Warrior,42.233331,2,0,11,0,1,4,10,3,1,Warrior,37.916664,6,0,10,0,2,8,13,3,2,Warrior,81.749995,13,0,11,0,6,22,38,9,3,Warrior,75.216662,11,0,11,0,4,16,30,7,0,Ranger,28.283332,4,0,5,0,2,6,6,2,1,Ranger,48.48333,5,0,5,0,2,6,10,4,2,Ranger,72.133329,11,0,7,0,4,12,21,7,3,Ranger,0.0,11,0,4,0,5,15,27,9,0,Slime,62.23333,4,0,6,0,3,18,18,5,1,Slime,44.166664,4,0,5,0,2,12,12,3,2,Slime,46.783331,0,0,5,0,0,0,12,3,3,Slime,0.0,6,0,3,0,4,24,29,9,
2,96.616661,0,Warrior,54.716663,5,0,10,0,2,8,12,4,1,Warrior,68.799996,13,0,10,0,5,20,27,6,2,Warrior,0.0,24,0,8,7,9,34,51,12,3,Warrior,81.833328,11,0,16,6,5,16,29,7,0,Ranger,28.283332,5,0,6,0,2,6,6,2,1,Ranger,45.899997,2,0,6,0,1,3,8,3,2,Ranger,61.33333,6,0,5,0,2,6,15,5,3,Ranger,90.299995,12,0,5,0,5,15,25,9,0,Slime,56.33333,4,0,6,0,3,18,15,4,1,Slime,30.099998,2,0,6,0,1,6,8,2,2,Slime,79.149995,0,5,6,0,3,18,24,6,3,Slime,96.616661,5,4,6,0,8,48,37,11,
3,89.033328,0,Warrior,47.283331,5,0,10,0,2,8,12,4,1,Warrior,59.066663,10,0,10,0,4,16,22,5,2,Warrior,89.033328,15,0,12,2,6,22,51,11,3,Warrior,76.899995,10,0,10,0,5,14,33,7,0,Ranger,28.283332,6,0,5,0,2,6,6,2,1,Ranger,45.899997,2,0,6,0,1,3,8,3,2,Ranger,62.066663,5,0,5,0,2,6,15,5,3,Ranger,0.0,19,0,0,0,8,24,33,11,0,Slime,55.98333,5,0,5,0,3,18,15,4,1,Slime,30.099998,1,0,6,0,1,6,8,2,2,Slime,73.599996,1,1,6,0,2,12,24,6,3,Slime,81.833328,3,0,5,0,2,12,29,8,
