0,44.383331,0,Warrior,0.0,14,0,7,2,6,24,30,8,0,Ranger,0.0,6,0,2,0,2,6,14,7,0,Slime,30.899998,1,2,5,0,2,12,19,5,1,Warrior,34.899998,6,0,10,0,3,10,20,5,1,Ranger,36.716664,2,0,5,0,1,3,13,5,1,Slime,44.383331,7,0,6,0,4,24,28,7,
0,45.749997,0,Warrior,0.0,14,0,5,1,6,24,36,9,0,Ranger,0.0,2,0,3,0,1,3,16,8,0,Slime,37.183331,3,1,6,0,3,18,24,6,1,Warrior,28.949998,6,0,10,0,2,8,15,4,1,Ranger,33.499998,3,0,6,0,1,3,13,5,1,Slime,45.749997,6,0,6,0,4,24,31,8,
0,49.166664,0,Warrior,0.0,13,0,8,2,6,22,36,9,0,Ranger,0.0,4,0,3,0,2,6,17,8,0,Slime,43.349997,3,1,6,0,4,24,28,7,1,Warrior,28.949998,6,0,10,0,2,8,15,4,1,Ranger,34.966665,3,0,6,0,1,3,13,5,1,Slime,49.166664,9,0,5,0,5,30,32,8,
0,45.749997,0,Warrior,0.0,14,0,4,2,6,24,36,9,0,Ranger,0.0,3,0,2,0,1,3,16,8,0,Slime,37.183331,3,1,6,0,3,18,24,6,1,Warrior,28.949998,5,0,10,0,2,8,15,4,1,Ranger,33.499998,3,0,5,0,1,3,13,5,1,Slime,45.749997,7,0,6,0,4,24,31,8,
0,42.349997,0,Warrior,0.0,14,0,8,1,6,24,30,8,0,Ranger,0.0,5,0,2,0,2,6,14,7,0,Slime,24.166665,0,1,5,0,1,6,16,4,1,Warrior,32.866665,6,0,11,0,3,12,17,5,1,Ranger,34.683331,2,0,6,0,1,3,13,5,1,Slime,42.349997,7,0,5,0,4,24,28,7,
0,48.366664,0,Warrior,0.0,14,0,10,2,7,26,35,9,0,Ranger,0.0,5,0,3,0,2,6,16,8,0,Slime,30.649998,1,1,5,0,2,12,19,5,1,Warrior,34.649998,9,0,11,0,3,12,19,5,1,Ranger,36.466664,2,0,5,0,1,3,13,5,1,Slime,48.366664,8,0,5,0,5,30,32,8,
0,46.649997,0,Warrior,0.0,14,0,5,1,6,24,36,9,0,Ranger,0.0,5,0,3,0,2,6,15,8,0,Slime,38.199998,2,2,5,0,3,18,24,6,1,Warrior,28.949998,4,0,11,0,2,8,15,4,1,Ranger,34.966665,3,0,7,0,1,3,13,5,1,Slime,46.649997,7,0,6,0,4,24,31,8,
0,52.749997,0,Warrior,41.749998,12,0,12,2,5,20,27,7,0,Ranger,0.0,14,0,4,0,5,15,20,11,0,Slime,24.166665,0,1,5,0,1,6,16,4,1,Warrior,47.83333,13,0,12,1,6,24,26,8,1,Ranger,33.299998,2,0,6,0,1,3,13,5,1,Slime,52.749997,5,2,6,0,4,24,37,10,
0,44.366664,0,Warrior,0.0,16,0,7,2,6,24,30,8,0,Ranger,0.0,4,0,2,0,2,6,14,7,0,Slime,30.883331,2,2,6,0,2,12,19,5,1,Warrior,34.883331,7,0,11,0,3,10,20,5,1,Ranger,36.699998,2,0,6,0,1,3,13,5,1,Slime,44.366664,5,0,5,0,4,24,28,7,
0,45.749997,0,Warrior,0.0,16,0,6,1,6,24,36,9,0,Ranger,0.0,3,0,2,0,1,3,16,8,0,Slime,37.183331,2,1,5,0,3,18,24,6,1,Warrior,28.949998,5,0,10,0,2,8,15,4,1,Ranger,33.499998,3,0,5,0,1,3,13,5,1,Slime,45.749997,8,0,6,0,4,24,31,8,
