2,87.999995,3,Warrior,71.533329,-12,0,11,0,5,20,28,3,Ranger,34.316665,-5,0,6,0,2,6,9,3,Slime,48.449997,-3,0,6,0,2,12,15,0,Warrior,80.449995,-10,0,11,0,5,14,32,0,Ranger,87.999995,-16,0,7,1,6,18,30,0,Slime,53.349997,-2,1,5,0,2,12,12,1,Warrior,72.433329,-8,0,10,0,3,12,23,1,Ranger,68.099996,-8,0,7,1,3,9,13,1,Slime,43.133331,0,2,6,0,1,6,9,2,Warrior,84.816662,-9,0,11,0,4,16,32,2,Ranger,0.0,-13,0,0,0,5,15,26,2,Slime,27.333332,-2,0,6,0,1,6,8,
2,87.316661,3,Warrior,70.966662,-13,0,11,0,5,20,28,3,Ranger,34.416665,-5,0,5,0,2,6,9,3,Slime,32.716665,-2,0,5,0,1,6,11,0,Warrior,67.216663,-8,0,10,0,3,12,19,0,Ranger,87.316661,-21,0,8,2,8,24,33,0,Slime,50.93333,-2,1,5,0,2,12,12,1,Warrior,78.399995,-9,0,10,0,4,14,31,1,Ranger,65.916663,-8,0,7,2,3,9,13,1,Slime,43.233331,0,1,6,0,1,6,9,2,Warrior,83.899995,-7,0,11,0,3,12,38,2,Ranger,0.0,-10,0,0,0,4,12,30,2,Slime,27.316665,-2,0,5,0,1,6,8,
0,85.183328,3,Warrior,64.733329,-9,0,10,0,4,16,23,3,Ranger,34.416665,-4,0,6,0,2,6,9,3,Slime,32.716665,-2,0,5,0,1,6,11,0,Warrior,0.0,-10,0,8,1,4,16,38,0,Ranger,0.0,-12,0,6,2,5,15,27,0,Slime,63.916663,-2,3,5,0,3,18,14,1,Warrior,70.899996,-6,0,11,0,4,12,21,1,Ranger,74.216662,-11,0,7,1,4,12,16,1,Slime,56.18333,-2,2,6,0,2,12,13,2,Warrior,66.199996,-6,0,10,0,3,10,14,2,Ranger,85.183328,-15,0,5,0,6,18,27,2,Slime,27.316665,-1,0,6,0,1,6,8,
2,74.699996,3,Warrior,74.699996,-15,0,12,0,6,24,34,3,Ranger,34.416665,-5,0,5,0,2,6,9,3,Slime,32.716665,-2,0,5,0,1,6,11,0,Warrior,60.666663,-7,0,10,0,3,12,19,0,Ranger,67.533329,-10,0,8,2,4,12,15,0,Slime,50.93333,-1,1,6,0,2,12,12,1,Warrior,72.416662,-11,0,10,0,4,16,23,1,Ranger,65.916663,-8,0,7,1,3,9,13,1,Slime,43.233331,0,1,6,0,1,6,9,2,Warrior,0.0,-11,0,9,0,4,16,29,2,Ranger,0.0,-8,0,0,0,3,9,18,2,Slime,27.316665,-1,0,5,0,1,6,8,
1,80.399995,3,Warrior,63.53333,-8,0,10,0,4,14,18,3,Ranger,68.549996,-13,0,5,0,5,15,17,3,Slime,34.066665,-2,0,7,0,1,6,11,0,Warrior,80.399995,-11,0,10,0,5,18,32,0,Ranger,46.533331,-5,0,5,0,2,6,9,0,Slime,51.116664,-1,0,5,0,1,6,12,1,Warrior,0.0,-10,0,6,0,4,16,29,1,Ranger,0.0,-14,0,5,2,5,15,19,1,Slime,41.599998,0,2,5,0,1,6,9,2,Warrior,66.733329,-10,0,11,0,4,14,16,2,Ranger,77.599995,-9,0,6,0,4,12,17,2,Slime,45.066664,-3,0,6,0,2,12,12,
2,81.166662,3,Warrior,59.316663,-10,0,10,0,4,16,24,3,Ranger,34.416665,-6,0,6,0,2,6,9,3,Slime,32.716665,-1,0,5,0,1,6,11,0,Warrior,60.699996,-8,0,10,0,3,12,19,0,Ranger,81.166662,-21,0,8,1,8,24,30,0,Slime,50.93333,-2,2,5,0,2,12,12,1,Warrior,71.733329,-8,0,10,0,3,12,28,1,Ranger,66.183329,-7,0,7,2,3,9,13,1,Slime,43.233331,0,1,6,0,1,6,9,2,Warrior,77.549995,-8,0,10,0,3,12,33,2,Ranger,0.0,-11,0,3,0,4,12,25,2,Slime,27.316665,-1,0,6,0,1,6,8,
2,74.849996,3,Warrior,47.68333,-7,0,10,0,3,10,16,3,Ranger,34.066665,-4,0,6,0,2,6,9,3,Slime,32.366665,-2,0,5,0,1,6,11,0,Warrior,73.033329,-10,0,11,0,4,16,30,0,Ranger,74.849996,-10,0,5,0,5,15,21,0,Slime,51.116664,-2,0,5,0,1,6,12,1,Warrior,66.966663,-9,0,10,0,3,12,18,1,Ranger,63.849996,-7,0,8,2,3,9,13,1,Slime,41.599998,0,2,5,0,1,6,9,2,Warrior,0.0,-10,0,9,0,4,16,29,2,Ranger,0.0,-8,0,0,0,4,12,21,2,Slime,45.066664,-3,0,5,0,2,12,12,
0,77.816662,3,Warrior,47.68333,-6,0,10,0,3,10,16,3,Ranger,34.066665,-6,0,6,0,2,6,9,3,Slime,32.366665,-1,0,6,0,1,6,11,0,Warrior,0.0,-14,0,8,0,6,24,36,0,Ranger,73.033329,-11,0,5,0,5,15,21,0,Slime,51.116664,-2,0,6,0,1,6,12,1,Warrior,66.966663,-7,0,10,0,3,12,18,1,Ranger,63.849996,-7,0,8,1,3,9,13,1,Slime,41.599998,0,1,5,0,1,6,9,2,Warrior,71.333329,-9,0,10,0,3,12,24,2,Ranger,77.816662,-13,0,5,0,5,15,24,2,Slime,45.066664,-3,0,6,0,2,12,12,
2,88.666661,3,Warrior,78.799995,-15,0,10,0,5,20,28,3,Ranger,34.299998,-5,0,6,0,2,6,9,3,Slime,48.43333,-4,0,6,0,2,12,15,0,Warrior,86.133328,-9,0,11,0,5,14,30,0,Ranger,88.666661,-13,0,7,1,5,15,24,0,Slime,67.133329,-4,2,6,0,3,18,16,1,Warrior,76.316662,-9,0,11,0,4,12,25,1,Ranger,73.199996,-7,0,7,2,3,9,13,1,Slime,58.58333,-1,1,5,0,2,12,13,2,Warrior,0.0,-13,0,8,0,6,22,33,2,Ranger,0.0,-11,0,0,0,4,12,21,2,Slime,27.316665,-2,0,5,0,1,6,8,
2,85.049995,3,Warrior,70.566662,-13,0,11,0,5,20,24,3,Ranger,80.399995,-17,0,5,0,7,21,24,3,Slime,32.716665,-2,0,6,0,1,6,11,0,Warrior,69.266663,-8,0,12,0,3,12,23,0,Ranger,46.466664,-5,0,6,1,2,6,9,0,Slime,50.899997,-1,1,5,0,2,12,12,1,Warrior,85.049995,-14,0,10,0,6,20,41,1,Ranger,66.266663,-8,0,8,2,3,9,13,1,Slime,43.233331,0,1,6,0,1,6,9,2,Warrior,0.0,-9,0,9,0,4,14,35,2,Ranger,0.0,-7,0,0,0,3,9,21,2,Slime,27.316665,-2,0,6,0,1,6,8,
